word,machine,human,label
jargon,jargon,ọ̀rọ̀kọrọ̀,negative
detracted,detracted,ti yọ kúrò,negative
bookworm,bookworm,olufẹ iwekika,positive
effectual,ipa,lagbara,positive
sadly,ibanuje,ìbànújẹ́,negative
stubborn,abori,ọlọ́kànlíle,negative
decomposition,jijera,ìjẹrà,negative
rue,radu,àìdùnnú,negative
evasion,yiyọ kuro,ìgbàkóso,negative
develop,dagbasoke,dagbasoke,positive
captain,balogun,balogun,positive
terrorism,ipanilaya,ìgbésùmọ̀mí,negative
praying,gbigbadura,gbigbadura,positive
torture,ìdálóró,ìdálóró,negative
insufferable,alailagbara,àìlèfaradà,negative
vengeance,ẹsan,ẹ̀san,negative
dispute,àríyànjiyàn,àríyànjiyàn,negative
replenish,gbilẹ,gbilẹ,positive
completely,patapata,patapata,positive
doldrums,doldrums,òmùgọ̀,negative
amazingly,iyalẹnu,iyalẹnu,positive
inflamed,inflamed,ti dáranjẹ̀,negative
unemployment,alainiṣẹ,aláìníṣẹ́,negative
derisively,ni itara,ẹlẹ́tàn,negative
guard,oluso,oluso,positive
impediment,idiwọ,ìdiwọ́,negative
recommendations,awọn iṣeduro,awọn iṣeduro,positive
smoother,rọra,dan,positive
damnably,lairotẹlẹ,ẹlẹ́bi,negative
infringe,irufin,ìrúfin,negative
letch,leti,ìfẹ́,negative
irascible,irascible,onínúfùfù,negative
vindicated,idalare,dalare,positive
flops,flops,Kùnà,negative
model,awoṣe,awoṣe,positive
boisterous,ariwo,ariwo,negative
mirage,mirage,ẹ̀tàn,negative
self-sufficiency,imotara eni,ìmọtara ẹni nìkan,positive
dissappointed,dissappointed,jákulẹ̀,negative
misguided,ti ko tọ,ṣìlọ́nà,negative
omnipotence,alagbara,alagbara,positive
individuality,ẹni -kọọkan,ẹni -kọọkan,positive
vibrantly,larinrin,larinrin,positive
hood,ibori,ìborí,negative
balm,balm,ìwọ́ra,negative
money,owo,owo,positive
mediate,alarina,alarina,positive
propitiously,propitiously,ojurere,positive
plodding,plodding,ìṣiṣẹ́,negative
forbidden,eewọ,èèwọ̀,negative
propitious,propitious,ojurere,positive
patron,alabojuto,alabojuto,positive
ambition,okanjuwa,ìfẹ agbára,positive
convienient,ifaramọ,dẹrun,positive
laughing,nrerin,nrerin,positive
radon,radon,afẹ́fẹ́,negative
super,nla,nla,positive
dud,dud,ìjákulẹ̀,negative
craziest,craziest,aṣiwèrè,negative
entrap,pakute,pàkúté,negative
degeneration,idibajẹ,ìdíbàjẹ́,negative
inexplainable,ti ko ṣe alaye,àìlèṣàlàyé,negative
cranky,cranky,àìlera,negative
scoldingly,ẹgan,ẹ̀gàn,negative
vendetta,vendetta,ojú-ogun,negative
untidy,alaimọ,àìmọ́,negative
generously,lawọ,lawọ,positive
bombastic,ìbúgbàù,ìbúgbàù,negative
disrespectable,alaibọwọ,aláìbọ̀wọ̀,negative
burglary,ole jija,olè-jíjà,negative
slashed,fọ,gé kúrú,negative
bark,epo igi,èpo-igi,negative
outsmart,ologbon,ologbon,positive
pillage,ikogun,ìkógun,negative
flu,aisan,àìsàn,negative
bothers,bothers,bothers,negative
fecal,fecal,imí,negative
treat,toju,toju,positive
expelled,ti jade,ti jáde,negative
coolest,tutu julọ,tutu julọ,positive
terrorizes,ẹru,dẹ́rùbà,negative
basketball,agbọn,bolu afọwọgba,positive
shroud,bora,fi aṣọ bora,negative
extraordinary,alailẹgbẹ,alailẹgbẹ,positive
acclaimed,iyin,iyin,positive
suicide,igbẹmi ara ẹni,ìgbẹ̀mí ara ẹni,negative
compulsory,dandan,dandan,negative
spellbound,lọkọọkan,fi edi mu,positive
revered,kasi,kasi,positive
useable,lilo,lilo,positive
committed,ṣe,ṣe,positive
successfully,ni ifijišẹ,ṣe yọri,positive
valuable,niyelori,niyelori,positive
level,ipele,ipele,positive
undependability,aiṣedeede,aláìgbáralé,negative
layoff-happy,layoff-idunnu,lé dànù- dunú,negative
toughest,nira julọ,nira julọ,positive
choir,akorin,akorin,positive
blurred,gaara,kò já gaara,negative
forfeited,ti padanu,pàdánù,negative
nerves,awọn iṣan,àwọn iṣan,negative
dinner,ounje ale,ounje ale,positive
unbearable,ti ko le farada,aláìṣéfimọ́ra,negative
dissocial,alasoso,àìkónimọ́ra,negative
heartfelt,tọkàntọkàn,tọkàntọkàn,positive
craven,craven,ojo,negative
damper,rọ,asàyẹ̀wò,negative
mordant,mordant,èkíkan,negative
honoured,lola,fọla fun,positive
entertained,ṣe ere idaraya,ṣe ere idaraya,positive
insolvency,aiṣedeede,àìlówó,negative
illiterate,alaimọwe,aláìmọ̀kan,negative
panick,ijaaya,ìjayà,negative
indeterminate,ailopin,aláìnípinnu,negative
snob,snob,ènìyàn yẹpẹrẹ,negative
inoperative,alaiṣiṣẹ,àìṣiṣẹ́,negative
smarter,ijafafa,lọgbọn ju,positive
bewilderingly,iyalẹnu,ìyàlẹ́nu,negative
opiate,opiate,ògun-olóró,negative
paraphrase,atunkọ,àtúnsọ,negative
benevolent,oninuure,ninuure,positive
corrosive,ibajẹ,ìbàjẹ́,negative
scolding,ibawi,ìbáwí,negative
vouchsafe,vouchsafe,fiyesini,positive
spectral,iworan,òku-rírí,negative
scrub,scrub,gbo,negative
solution,ojutu,ojutu,positive
selfishness,ìmọtara -ẹni -nìkan,ìmọ̀tara-ẹni-nìkan,negative
wretchedly,ibanuje,lóṣì,negative
discretion,làákàyè,làákàyè,positive
latrines,ìgbọ̀nsẹ̀,ilé-ìgbọ̀nsẹ̀,negative
extinct,parun,parun,negative
inert,inert,lọ́ra,negative
belittle,kereju,kéré jù,negative
winning,gba,n bori,positive
alarmists,itaniji,ìtanijí,negative
delusion,etan,ẹ̀tàn,negative
adventurous,ìrìn,nidawọle,positive
cannibal,ẹranko,ajẹ̀nìyàn,negative
instable,alailagbara,àìṣedéédé,negative
tumbled,tumbled,ṣubú,negative
xenophobia,xenophobia,Ìbẹ̀rù-àlejò,negative
shoulder,ejika,ejika,positive
rejection,ijusile,ìkọ̀sílẹ̀,negative
fraud,jegudujera,jẹgúdújẹrá,negative
leisurely,fàájì,fàájì,positive
degrading,abuku,àbùkù,negative
exuberance,idunnu,idunnu,positive
hates,korira,kó rírà,negative
brainwash,fifọ ọpọlọ,tànjẹ,negative
lecherous,lecherous,ìṣekúṣe,negative
refuse,kọ,kọ̀,negative
rageful,ibinu,ìbínú,negative
attract,fa,fa,positive
cronyism,cronyism,Ojú ìṣáájú,negative
rabble,ariwo,èrò,negative
deactivate,mu maṣiṣẹ,àìṣiṣẹ́,negative
refinement,isọdọtun,isọdọtun,positive
oxidation,ifoyina,ìfúnlóyì-iná,negative
creeping,ti nrakò,ń rákò,negative
incursion,ikọlu,ìkọlù,negative
relentlessness,relentlessness,aláìfàsẹ́yìn,negative
lust,ifẹkufẹ,ìfẹ́kúfẹ̀,negative
carelessness,aibikita,àìbìkítà,negative
fatty,ọra,ọ̀rá,negative
considerate,agbatẹniro,agbatẹniro,positive
maiden,omidan,omidan,positive
ire,ire,inúfùfù,negative
attainable,de ọdọ,ṣe de,positive
malignant,buburu,ìpalára,negative
inconsistent,aisedede,kò ṣe déédé,negative
tenacious,tenacious,iduroṣiṣin,positive
impetuous,alaigbọran,aláìgbọràn,negative
hesitant,iyemeji,iyèméjì,negative
joined,darapo,darapo,positive
tort,ijiya,ìwà-ìbàjẹ́,negative
honour,ọlá,ọlá,positive
spoke,ti sọrọ,sọ̀rọ̀,negative
scab,egbò,egbò,negative
incommensurate,aiṣedeede,àìṣedéédé,negative
untruthful,alaisododo,àìṣòdodo,negative
untimely,lásìkò,àìbọ́sásíkò,negative
quaking,gbigbọn,gbígbọ̀n,negative
spine,ọpa -ẹhin,ọpa -ẹhin,positive
approving,ifọwọsi,ifọwọsi,positive
prejudicial,alatako,ètanú,negative
knowledgeable,oye,ni oye,positive
laughingstock,ẹrín,ẹ̀sín,negative
destructive,apanirun,apanirun,negative
puppet,ọmọlangidi,ọmọláńgidi,negative
passive,palolo,palọ́lọ́,negative
disseminate,tan kaakiri,tan kaakiri,positive
desirous,ifẹ,nifẹ,positive
bereft,alaini,aláìní,negative
sincerest,tọkàntọkàn,tọkàntọkàn,positive
insurmountable,ti ko le bori,àìlèborí,negative
blurs,blurs,kò já gaara,negative
anxieties,aniyan,àníyàn,negative
patriotic,ti orilẹ -ede,ifẹ ilu eni,positive
disbeliever,alaigbagbọ,aláìgbàgbọ́,negative
drowned,rì,rì,negative
vegetative,eweko,ti-ewéko,negative
steward,iriju,iriju,positive
unorthodoxy,aiṣododo,aláìgbàgbọ́,negative
cosmopolitan,agbaiye,olugbe aiye,positive
bristle,bristle,irun,negative
disgraceful,itiju,ìtìjú,negative
imprecision,aiṣedeede,àìṣedéédé,negative
dishonorablely,alainibaba,aláìníyì,negative
moody,irẹwẹsi,ìrẹ̀wẹ̀sì,negative
rota,rota,ìlànà iṣẹ́ ṣíṣe,positive
crushed,itemole,ìtẹ́mímọ̀,negative
trustworthy,igbẹkẹle,igbẹkẹle,positive
obscures,ṣokunkun,ṣókùnkùn,negative
redemption,irapada,irapada,positive
undesirable,aigbagbe,kò fẹ́,negative
jeer,igba,gàn,negative
dragoon,dragoon,ológun,negative
tenuously,tenuously,ìtínrín,negative
immobilized,aisedeede,àìsedédé,negative
unskilled,alaimoye,àìmòye,negative
bearish,ìgboyà,ìgboyà,negative
ditty,ditty,orin àdákọ,positive
infallible,alailese,alailese,positive
embarrassed,idojuti,ìdójútì,negative
drain,imugbẹ,ìmúgbẹ,negative
savory,adun,adun,positive
interrupts,idilọwọ,ìdí lọ́wọ́,negative
galore,ọpọlọpọ,ọpọlọpọ,positive
fat,sanra,sanra,negative
stupify,omugo,òmùgọ̀,negative
unbeatable,unbeatable,ti ko se bori,positive
luxurious,adun,adun,positive
acrimony,acrimony,korò,negative
claw,agbọn,èékán,negative
gimmick,gimmick,ète,negative
sh*t,sh*t,sh*t,negative
affection,ìfẹni,ifẹ,positive
aura,aura,afẹfẹ,positive
scaffold,atẹlẹsẹ,àtẹ̀gùn,negative
exquisite,olorinrin,didara,positive
pamper,pamper,toju,positive
indiscriminately,laibikita,àìbìkítà,negative
recklessness,aibikita,àìbìkítà,negative
imaculate,imaculate,ailabawọn,positive
herbal,egboigi,egboigi,positive
battled,jagun,jagun,negative
blindly,afọju,fọ́jú,negative
hope,ireti,ireti,positive
absolved,imukuro,dariji,positive
crappy,inira,ìnira,negative
wowing,ariwo,ariwo,positive
victorious,asegun,asegun,positive
clearance,kiliaransi,kiliaransi,positive
defer,idaduro,ìdádúró,negative
courageous,onígboyà,onígboyà,positive
insulting,itiju,ìtìjú,negative
silk,siliki,siliki,positive
lamentable,lamentable,ọ̀fọ̀,negative
favorites,awọn ayanfẹ,awọn ayanfẹ,positive
reformer,oluyipada,oluyipada,positive
ramshackle,ramshackle,àìnítọ́jú,negative
dumping,idasonu,àkìtàn,negative
rancid,rancid,ẹ̀kan,negative
formless,alainibaba,àìláwòrán,negative
parentage,obi,obi,positive
effortlessly,akitiyan,lai se akitiyan,positive
marked,samisi,samisi,positive
prohibit,fàyègba,kò fàyè gbà,negative
knack,akọni,ọgbọn,positive
blesses,bukun,bukun,positive
indulge,jowo,jọ̀wọ́,negative
expatriate,ọmọ ilu okeere,àtìpó,negative
sickness,aisan,àìsàn,negative
consternation,idaamu,ìyàlẹ́nu,negative
brunt,ibinujẹ,agbára,negative
misaligns,misaligns,àìṣedéédé,negative
fireball,fireball,bọọlu iná,positive
outrageous,outrageous,ìbínú,negative
inessential,inessential,tí kò ṣe pàtàkì,negative
wanker,alarinkiri,alárìnkiri,negative
agonised,irora,ìrora,negative
arrests,faṣẹ ọba mu,mú,negative
measly,iwọn,ṣànpànná,negative
priest,alufa,alufa,positive
irresponsible,alaigbọran,alaigbọran,positive
provocation,imunibinu,ìmúnibínú,negative
classic,Ayebaye,Ayebaye,positive
drawback,drawback,ìfàsẹ́yìn,negative
stupor,omugo,òmùgọ̀,negative
reassuring,idaniloju,n daniloju,positive
decent,bojumu,bojumu,positive
admiral,admiral,olórí ọkọ̀,positive
merciless,alaaanu,àìláàánú,negative
sulky,ibinujẹ,ibinujẹ,negative
sinister,ẹlẹṣẹ,ẹlẹ́ṣẹ̀,negative
unintelligile,alaimoye,aláìmòye,negative
embolden,ìgboyà,ìgboyà,positive
fascinating,fanimọra,n fanimọra,positive
idyllic,idyllic,alafia,positive
chances,Iseese,Iseese,positive
embolism,embolism,ònka-ọjọ́,negative
bonus,ajeseku,ebun,positive
repulsiveness,ikorira,ìkórìíra,negative
singleminded,nikan,ní ọkàn kan,negative
envy,ilara,ìlara,negative
illusory,iruju,ìrújú,negative
scornfully,ẹgan,ẹ̀gàn,negative
quarrellously,ìjà,ajẹmọ́jà,negative
meandering,imukuro,ọ̀nà-yíyẹ̀,negative
prestigious,ti o niyi,ti o niyi,positive
supplication,ẹbẹ,ẹbẹ,positive
acquitted,idasilẹ,dasilẹ,positive
dirtbags,awọn apo idoti,àwọn àpò ìdọ̀tí,negative
abrogate,fagilee,fagilé,negative
undisputed,undisputed,daaju,positive
peacefully,ni alaafia,ni alaafia,positive
swelling,wiwu,wíwú,negative
broke,fọ,fọ́,negative
surety,oniduro,oniduro,positive
revere,ibowo,ibowo,positive
nitpicking,nitpicking,wíwá àṣìṣe,negative
imputation,iṣiro,ẹ̀sùn,negative
busts,igboro,gbámú,negative
imprecate,imprecate,gégùn-ún,negative
savage,iwa ika,aláìlajú,negative
unification,isọdọkan,isọdọkan,positive
erratically,erratically,àìṣedéédé,negative
outshine,ita gbangba,tayọ,positive
spruce,spruce,fifinju,positive
prickles,prickles,ẹ̀gún,negative
wane,eni,dínkù,negative
swollen,wú,wú,negative
meaningless,asan,asán,negative
low-risk,ewu kekere,ewu kekere,positive
gossip,olofofo,olófòófó,negative
prohibitively,ni ilodi si,lòdì sí,negative
revive,sọji,sọjí,negative
irrecoverablenesses,irrecoverablenesses,àìlátúnṣe,negative
allay,allay,wosan,positive
dying,ku,kú,negative
biased,abosi,ṣègbè,negative
opportunities,awọn anfani,awọn anfani,positive
outshone,outshone,tayọ,positive
intelligent,ọlọgbọn,ọlọgbọn,positive
maternal,ìyá,ti-ìyá,negative
fete,fete,ṣe alejo,positive
rejecting,kiko,kíkọ̀,negative
respectability,respectability,yé fún ọla,positive
infirmity,ailera,àárẹl-àgbà,negative
toothless,ehín,àìléhín,negative
promise,ileri,ileri,positive
endless,ailopin,àìlópin,negative
scornful,ẹlẹgàn,ẹlẹ́gàn,negative
grumpiest,kikoro julọ,ìríra jù lọ,negative
stereotyped,stereotyped,àìní òye ìmúdàgbà,negative
nurse,nọọsi,nọọsi,positive
horror,ibanuje,ìpayà,negative
frets,frets,bẹ̀rù,negative
fucked,buruku,burúkú,negative
bungling,bungling,igbó,negative
whimsical,ifẹkufẹ,ifẹkufẹ,positive
unspecified,ti ko ṣe alaye,àìṣàlàyé,negative
electric,itanna,ina,positive
impression,sami,sami,positive
preposterous,preposterous,ṣàjèjì,negative
mourn,ṣọfọ,ṣọ̀fọ̀,negative
spite,laibikita,ìkórìíra,negative
confine,ihamọ,àhámọ́,negative
rectify,tunṣe,tunṣe,positive
rosy,rosy,dara,positive
favors,ojurere,ojurere,positive
perfected,pé,pé,positive
damages,awọn bibajẹ,àwọn bíbàmí,negative
subsidy,ifunni,owó-ìrànwọ́,negative
upseting,ibanuje,dàláámù,negative
raping,ifipabanilopo,ìfipábánilòpọ̀,negative
executioner,apaniyan,apànìyàn,negative
hotbeds,hotbeds,ilé gbígbóná,negative
admonishingly,admonishingly,ìgbani ní mọ̀ràn,negative
eminently,pataki,pataki,positive
ashes,eeru,eérú,negative
luckier,olore,oriire,positive
noble,ọlọla,ọlọla,positive
reaching,nínàgà,nínàgà,positive
raid,igbogun ti,ìgbóguntì,negative
polution,idoti,ìdọ̀tí,negative
panics,ijaaya,ìjayà,negative
meaningful,ti o nilari,ti o nilari,positive
cave,iho,ihò,negative
lyre,lyre,ohun-elo orin,positive
smelly,olfato,ó ń rùn,negative
tenacity,tenacity,iduroṣiṣin,positive
evocative,evocative,ipe jade,positive
encumbrance,ailagbara,ìdílọ́wọ́,negative
idiots,omugo,Òmùgọ̀,negative
convince,parowa,yi lọkan pada,positive
chorus,ègbè,ègbè,positive
engulf,bo,bò,negative
await,duro,dúró,negative
fatcat,ọra,ọlọ́rọ̀,negative
inestimable,ailopin,ailopin,positive
second-tier,ipele keji,ìpele kejì,negative
tarnish,tarnish,tàbùkù,negative
bedlamite,bedlamite,aṣiwèrè,negative
bookish,bookish,olufẹ iwekika,positive
divisively,iyapa,ìyapa,negative
betterment,ilọsiwaju,ilọsiwaju,positive
physiology,fisioloji,fisioloji,positive
squeak,kigbe,kigbe,negative
exultant,ayọ,ayọ,positive
anonymous,afasiribo,àìlórúkọ,negative
libel,isọkusọ,ẹ̀gàn,negative
frenzied,frenzied,ìbẹ̀rù,negative
excoriate,excoriate,bóra,negative
freedom,ominira,ominira,positive
underestimate,kerekereke,fi ojú kéré,negative
grisly,grisly,ìbẹ̀rù,negative
regulate,fiofinsi,to lẹsẹsẹ,positive
incredulously,alaigbagbọ,àìgbàgbọ́,negative
airs,afẹfẹ,afẹ́fẹ́,negative
unauthentic,laigba,aláìjóòtọ́,negative
serum,omi ara,omi ara,positive
flagrantly,ni gbangba,ní gbangba,negative
worm,kokoro,èkòló,negative
stranger,alejò,àlejò,negative
vicious,buburu,le,negative
hoax,itanjẹ,ìtànjẹ,negative
wariness,ijafafa,ìṣọ́ra,negative
swindle,arekereke,àrékérekè,negative
loose,alaimuṣinṣin,aláìmúṣinṣin,negative
bullish,akọmalu,akọmalu,positive
examination,ayewo,àyẹ̀wò,negative
superiority,titobi,titobi,positive
canker,akàn,ààrùn-òṣuwuru,negative
thief,olè,olè,negative
rapturously,rapturously,ayọ nla,positive
disparity,iyapa,àìdọ́gba,negative
boosted,gbega,gbelarugẹ,positive
stark,giri,Gírí,negative
unabashed,alaigbọran,alainitiju,positive
sonar,sonar,wíwárí lábẹ́ omi,positive
unusable,ilokulo,àìṣeélò,negative
acquits,awọn idasilẹ,dasilẹ,positive
fiesta,ayẹyẹ,ayẹyẹ,positive
expunge,expunge,parẹ́,negative
overload,apọju,àpọ̀jù,negative
inapplicable,aiṣeṣe,àìbámu,negative
uprising,uprising,àjínde,negative
moot,moot,tí kò ní ìbámu,negative
crafty,arekereke,àrékérekè,negative
sterility,ailesabiyamo,àìlèbímọ,negative
hallowed,mimọ,mimọ,positive
steep,ga,jinlẹ̀,negative
decayed,ibajẹ,ti bàjẹ́,negative
sordid,alakikanju,àìníyìn,negative
violently,agbara,alágbára,negative
excellency,olaju,olaju,positive
desertion,asasala,sọ daṣálẹ̀,negative
engage,olukoni,gba-niṣẹ,positive
losses,adanu,àdánù,negative
untrustworthy,alaigbagbọ,àìlóòtọ́,negative
soothing,itutu,n tù,positive
unreliability,aigbagbọ,àìṣégbáralé,negative
castrated,simẹnti,Tẹ̀ lọ́dàá,negative
robbery,ole jija,olè-jíjà,negative
wizard,oṣó,oṣó,positive
justifiably,lare,lare,positive
sciatica,sciatica,ìrora-ìmọ̀lára,negative
languish,rọ,rọ,negative
wrath,ibinu,ìbínú,negative
qualms,awọn aibanujẹ,ẹ̀rù,negative
alas,alas,alas,negative
tough,alakikanju,alakikanju,positive
independence,ominira,ominira,positive
intended,ti pinnu,ti pinnu,positive
disadvantage,alailanfani,aláìláǹfàní,negative
blower,fifun sita,ẹwìrì,negative
complexed,eka,lọ́lù,negative
contend,jà,díje,negative
contradictory,ilodi,ìlòdì,negative
ailing,aisan,àìsàn,negative
labored,ṣiṣẹ,ṣiṣẹ́,negative
inconstant,alaigbọran,àìṣedéédé,negative
overwhelm,rẹwẹsi,rẹ̀wẹ̀sì,negative
creature,eda,ẹ̀dá,negative
perpetrator,oluṣe,olùṣẹ̀,negative
deriding,ṣe yẹyẹ,ṣe yẹ̀yẹ́,negative
hotcake,hotcake,akara eyinbo,positive
stridently,stridently,pariwo,negative
bonuses,awọn ajeseku,awọn ebun,positive
resolved,yanju,yanju,positive
pious,olooto,nifọkansin,positive
rebuke,bawi,báwí,negative
creaking,creaking,ìró,negative
chafe,chafe,ìbínú,negative
recherche,atunkọ,ko  wọpọ,positive
covetous,ojukokoro,ojúkòkòrò,negative
sardonically,sardonically,yẹpẹrẹ,negative
discredited,aiṣedeede,àìsedédé,negative
wtf,wtf,wtf,negative
coupists,awọn ọlọtẹ,àwọn ọlọ́tẹ̀,negative
detraction,iyọkuro,ìyọkúrò,negative
cash,owo,owo,positive
brawl,ija,ariwo,negative
faint,daku,dákú,negative
nadir,nadir,ìnira,negative
top-notch,ohun ipelegiga,ohun ipelegiga,positive
justice,idajọ,idajọ,positive
unlawfully,ni ilodi si,ìlòdìsófin,negative
inane,inane,àìmọ́pọlọwá,negative
reverently,tọ̀wọ̀tọ̀wọ̀,tọ̀wọ̀tọ̀wọ̀,positive
drop,ju silẹ,jù sílẹ,negative
pillory,irọri,ìrọ̀rí,negative
partisan,ẹlẹgbẹ,ẹlẹgbẹ́,negative
powerfully,ni agbara,ni agbara,positive
sore,egbo,egbò,negative
decisiveness,ipinnu,ipinnu,positive
haters,awọn ikorira,àwọn ìkórìíra,negative
assassin,apaniyan,apànìyàn,negative
remake,atunse,atunse,positive
exceled,ti jade,ti jade,positive
gains,awọn ere,awọn ere,positive
exaltedly,ga,ga,positive
forsaken,kọ silẹ,kọ̀ sílẹ̀,negative
save,fipamọ,fipamọ,positive
insufficiently,aiṣedeede,àìtó,negative
handy,ni ọwọ,ni ọwọ,positive
occupant,olugbe,olugbe,positive
objective,ohun to wa,ilepa,positive
uproarously,uproarously,aláriwo,negative
hit,lu,lù,negative
jaundiced,jaundiced,ìkórìíra,negative
innocence,alaiṣẹ,alaiṣẹ,positive
alluringly,elere,fanimọra,positive
seedy,elegede,elégédé,negative
mirthfully,pelu idunnu,pelu idunnu,positive
evildoer,oluṣe buburu,oníṣẹ́ búburú,negative
heretic,aladugbo,èké,negative
falsity,iro,èké,negative
streaky,ṣiṣan,ṣiṣan,negative
ho-hum,ho-hum,àìládùn,negative
rewardingly,ni ere,ni ere,positive
screaming,ikigbe,ìkígbe,negative
counter-attack,counter-kolu,counter-kolu,positive
screwed-up,dabaru-soke,dabarú,negative
onerous,alakikanju,àjàgà,negative
clash,figagbaga,figagbaga,negative
overflow,àkúnwọsílẹ,àkúnwọ́sílẹ̀,negative
explain,se alaye,se alaye,positive
despondence,irẹwẹsi,ìrẹ̀wẹ̀sì,negative
tantalize,tunṣe,yọlẹnu,positive
sturdy,lagbara,lagbara,positive
lunatic,aṣiwere,aṣiwèrè,negative
stabilize,ṣetọju,ṣetọju,positive
mortifying,mortifying,ṣíṣe ìbàjẹ́,negative
impure,alaimọ,aláìmọ́,negative
stunning,yanilenu,yanilenu,positive
revise,tunwo,tunwo,positive
dead-cheap,olowo-poku,olowo-poku,positive
recomend,ṣe iṣeduro,ṣe iṣeduro,positive
unassailable,unassailable,àìṣedédé,positive
sappy,sappy,dùn,negative
befriend,ore,dọrẹ,positive
primary,akọkọ,akọkọ,positive
punishment,ijiya,ìjẹníyà,negative
accusation,ẹsùn,ẹ̀sùn,negative
overtaken,ti bori,ti bori,positive
hinder,idiwo,díwọ́,negative
conflicted,rogbodiyan,rògbòdìyàn,negative
hangman,adiye,asonirọ̀,negative
addict,okudun,òkúdùn,negative
diseased,aisan,ààrùn,negative
clear-cut,ko o-ge,daju,positive
gangster,onijagidijagan,oníjàgídíjàgan,negative
demolisher,apanirun,apanirun,negative
integral,ese,lara,positive
despoil,ikogun,ìkógun,negative
impresses,iwunilori,wunilori,positive
nicest,dara julọ,dara julọ,positive
coerce,fi agbara mu,fi ipá mú,negative
counter-attacks,counter-ku,ikọlu pada,positive
reforming,atunse,atunse,positive
effrontery,idawọle,àyàníní,negative
refuses,kọ,kọ̀,negative
befoul,baje,bàjẹ́,negative
overacted,apọju,àṣejù,negative
apologises,gafara,ìdáríjì,negative
stainless,irin alagbara,irin alagbara,positive
outperform,aṣeju,se rekọja,positive
heretical,eke,èké,negative
pressure,titẹ,títẹ,negative
dislikes,ikorira,kórìíra,negative
arrears,gbesele,gbèsè,negative
idolized,oriṣa,bọ oriṣa,positive
womanizer,obinrin,kóbìnrin,negative
like,fẹran,fẹran,positive
distillation,distillation,ro,positive
rust,ipata,dógùn-ún,negative
unloved,ti ko feran,tí kò féràn,negative
disillusionment,ibanuje,ìtúsílẹ̀ kúrò nínú ìtànjẹ,negative
raptures,igbasoke,igbasoke,positive
marquis,marquis,eyan nla,positive
unnoticed,ti ko ṣe akiyesi,àìfiyèsí,negative
aweful,iyalẹnu,ìyàlẹ́nu,negative
gonorrhea,gonorrhea,àtọ̀sí,negative
disused,sọnu,àìṣàmúlò,negative
devilish,esu,ní èṣù,negative
beast,ẹranko,ẹranko,negative
wrangling,jijakadi,àríyànjiyàn,negative
confident,igboya,didaju,positive
unfairness,aiṣedeede,àìṣedéédé,negative
appeal,afilọ,bẹbẹ,positive
banal,banal,àìjọjú,negative
jaw-dropping,bakan-sisọ,yanilenu,positive
famine,ìyàn,ìyàn,negative
best-selling,tita to dara julọ,tita to dara julọ,positive
palatable,adun,adun,positive
restraint,ihamọ,ihamọ,positive
success,aseyori,aseyori,positive
acclaim,iyin,iyin,positive
care,itọju,itọju,positive
fervid,alagidi,igbona,positive
downcast,irẹlẹ,ìrẹ̀wẹ̀sì,negative
cruelest,ìkà,ìkà,negative
badly,buburu,búburú,negative
dreams,awọn ala,awọn ala,positive
protesters,alainitelorun,olùfẹ̀hónúhàn,negative
underestimated,kereju,fi ojú kéré,negative
likes,fẹran,fẹran,positive
swamp,ira,irà,negative
disqualify,aiṣedeede,àìperegedé,negative
gleefully,pelu idunnu,pelu idunnu,positive
vow,ẹjẹ,ẹjẹ,positive
levity,levity,ifuyẹ,positive
microscopy,microscopy,mikirosukopu,positive
marvellous,iyanu,iyanu,positive
meritorious,meritorious,niyin,positive
harboring,abo,ààbò,negative
easy-to-use,rọrun-si-lilo,rọrun-lati-lo,positive
sloooooooooooooow,sloooooooooooooow,sloooooooooooooow,negative
wheedle,kẹkẹ,ẹ̀pọ́n,negative
devastating,apanirun,apanirun,negative
miscreant,aṣiṣe,oníwàkiwà,negative
nectar,oyin,adun-ara ododo,positive
mainstay,pataki,pataki,positive
despotic,despotic,ìfipáṣàkóso,negative
cough,Ikọaláìdúró,ikọ́,negative
ruin,ìparun,ìparun,negative
faith,igbagbọ,igbagbọ,positive
drags,fa,fà,negative
absent,nílé,àìsí,negative
backwoods,awọn igi ẹhin,àwọn igi ẹ́hìn,negative
flicering,ṣiṣan,ṣiṣan,negative
blindness,ifọju,ìfọ́jú,negative
willingness,ìmúratán,ìmúratán,positive
thriving,ti ndagba,ti ndagba,positive
rough,ti o ni inira,aláìlójú,negative
civil,ilu,ilu,positive
cornered,igun,igun,negative
advantage,anfani,anfani,positive
murderer,apànìyàn,apànìyàn,negative
inexcusably,laiṣeyemeji,àìṣiyèméjì,negative
laughing,nrerin,n rẹrin,positive
perpetrators,awọn ẹlẹṣẹ,àwọn ẹlẹ́ṣẹ̀,negative
failure,ikuna,ìkùnà,negative
asserting,itenumo,itenumo,positive
medical,egbogi,egbogi,positive
prestige,ola,ola,positive
unnerving,aibanujẹ,ìdàláámù,negative
cheery,idunnu,idunnu,positive
richly,lọpọlọpọ,lọpọlọpọ,positive
tense,nira,nira,negative
avariciously,avariciously,ìwọ̀ra owó,negative
unpredictable,airotẹlẹ,àìròtẹ́lẹ̀,negative
esteem,niyi,niyi,positive
regress,padasẹyin,padàsẹ́yìn,negative
self-defeating,ara-ṣẹgun,sí ṣẹ́gun ara ẹni,negative
